,Country,ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
166,Réunion,REU,0.408,-0.219,-0.438,-0.463,-0.582,-0.126,0.305,-0.296,0.145,0.214,-0.45,0.182,0.239,-0.438,0.026,0.226,0.809,0.396,0.469,0.177,,0.276,0.483,0.013,0.149,-0.015,0.614,0.474,0.212,0.222,0.359,0.279,0.266,0.48,0.266,0.11,0.231,0.982,0.366,0.432,0.889,0.575,0.705,,,0.347,0.55,0.39,0.926,0.838,,,,,1.271,1.03,1.354,1.216,1.644,1.014,1.247,0.908,0.968,1.028,1.088,1.1480000000000001,1.2080000000000002,1.2680000000000002,1.3280000000000003,1.3880000000000003,1.4480000000000004,1.5080000000000005,1.5680000000000005,1.6280000000000006,1.6880000000000006,1.7480000000000007,1.8080000000000007,1.8680000000000008,1.9280000000000008,1.9880000000000009
167,Romania,ROU,1.066,0.153,-0.317,-0.802,-0.683,1.048,0.277,0.436,-0.592,-0.057,-0.028,0.375,-0.229,-0.111,0.791,-0.825,0.52,-0.842,0.141,-0.655,0.027,-0.076,0.816,-0.152,-1.21,0.414,-0.74,0.078,0.749,1.096,0.03,0.362,-0.431,1.715,0.404,-0.425,-0.423,0.783,0.614,1.315,1.51,1.19,0.112,0.527,0.27,0.487,2.096,1.303,1.573,1.116,0.443,1.772,1.311,1.47,1.699,1.775,1.051,2.156,2.138,2.124,1.322,1.83,1.8900000000000001,1.9500000000000002,2.0100000000000002,2.0700000000000003,2.1300000000000003,2.1900000000000004,2.2500000000000004,2.3100000000000005,2.3700000000000006,2.4300000000000006,2.4900000000000007,2.5500000000000007,2.6100000000000008,2.670000000000001,2.730000000000001,2.790000000000001,2.850000000000001,2.910000000000001
168,Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361,0.951,0.572,2.101,0.805,1.273,-0.045,0.401,1.3,0.794,1.569,0.972,1.378,1.684,0.531,2.466,2.197,1.162,0.852,1.677,1.907,1.138,1.729,2.218,2.429,2.099,2.017,2.159,3.669,1.627,2.25,2.31,2.37,2.43,2.49,2.5500000000000003,2.6100000000000003,2.6700000000000004,2.7300000000000004,2.7900000000000005,2.8500000000000005,2.9100000000000006,2.9700000000000006,3.0300000000000007,3.0900000000000007,3.150000000000001,3.210000000000001,3.270000000000001,3.330000000000001
169,Rwanda,RWA,-0.002,-0.273,-0.035,-0.133,-0.293,0.031,-0.232,-0.065,0.197,0.215,-0.224,0.142,0.557,0.065,,,,,,,,0.544,0.8,,,0.662,0.467,0.33,0.041,0.386,-0.029,0.112,,,,,,0.652,,,0.227,0.622,0.824,0.704,,,1.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Saint Helena,SHN,0.167,-0.034,0.075,0.008,-0.111,0.09,-0.272,0.23,0.049,-0.25,-0.198,0.472,-0.159,0.236,0.349,0.32,-0.054,0.099,0.028,0.284,0.118,0.122,0.422,0.591,0.277,0.659,0.241,0.381,0.232,0.597,0.469,0.07,0.569,0.828,0.499,0.294,0.73,1.148,1.293,1.393,1.015,1.128,1.486,1.371,1.262,1.555,0.962,1.04,1.609,1.076,1.388,1.196,1.179,1.263,1.863,1.589,1.311,1.55,1.586,1.349,1.558,1.454,1.514,1.574,1.6340000000000001,1.6940000000000002,1.7540000000000002,1.8140000000000003,1.8740000000000003,1.9340000000000004,1.9940000000000004,2.0540000000000003,2.1140000000000003,2.1740000000000004,2.2340000000000004,2.2940000000000005,2.3540000000000005,2.4140000000000006,2.4740000000000006,2.5340000000000007
171,Saint Pierre and Miquelon,SPM,-0.041,-0.118,-0.181,-0.516,-0.489,0.136,0.224,0.094,0.598,0.992,0.311,-1.229,-0.76,-0.928,-0.676,-0.102,-0.112,-0.304,0.47,-0.196,1.015,-0.454,0.794,0.184,-0.981,-0.671,-0.008,0.274,-0.335,-0.668,-0.644,-1.292,-1.001,-0.246,-0.214,0.173,-0.319,0.791,1.715,1.163,0.578,0.038,0.193,0.597,0.938,1.859,0.388,0.462,0.686,1.294,1.134,1.966,1.291,0.404,0.134,0.899,0.419,0.739,0.121,0.817,2.292,1.907,1.967,2.027,2.087,2.1470000000000002,2.2070000000000003,2.2670000000000003,2.3270000000000004,2.3870000000000005,2.4470000000000005,2.5070000000000006,2.5670000000000006,2.6270000000000007,2.6870000000000007,2.7470000000000008,2.807000000000001,2.867000000000001,2.927000000000001,2.987000000000001
172,Samoa,WSM,0.068,-0.011,0.079,0.085,-0.327,0.068,-0.291,-0.209,0.23,0.234,-0.399,-0.086,0.193,-0.427,-0.239,-0.363,0.008,0.032,0.188,0.232,0.021,0.23,0.291,0.119,0.095,0.26,0.2,0.512,0.053,0.477,0.498,0.33,-0.172,0.258,0.659,0.721,,,0.176,0.531,0.809,1.057,0.645,0.173,0.821,0.411,0.854,0.437,,1.103,0.571,0.646,0.939,0.759,0.599,1.129,1.024,0.778,1.129,1.02,0.857,0.845,0.905,0.9650000000000001,1.0250000000000001,1.0850000000000002,1.1450000000000002,1.2050000000000003,1.2650000000000003,1.3250000000000004,1.3850000000000005,1.4450000000000005,1.5050000000000006,1.5650000000000006,1.6250000000000007,1.6850000000000007,1.7450000000000008,1.8050000000000008,1.8650000000000009,1.925000000000001
173,"San Marino, Rep. of",SMR,0.927,-0.103,-0.372,-0.083,-0.392,0.397,0.383,-0.035,-0.124,-0.117,-0.155,-0.069,0.001,-0.046,0.247,-0.428,0.342,-0.586,0.013,-0.452,-0.34,0.392,0.415,-0.582,0.184,0.344,0.092,0.761,0.267,0.997,-0.094,0.483,0.517,1.514,0.309,0.232,0.945,1.091,0.819,1.348,1.629,1.071,1.583,0.802,0.42,0.839,1.823,1.274,1.364,0.695,1.278,1.679,0.986,1.567,1.792,1.72,1.671,1.931,1.796,1.962,1.521,2.124,2.184,2.244,2.3040000000000003,2.3640000000000003,2.4240000000000004,2.4840000000000004,2.5440000000000005,2.6040000000000005,2.6640000000000006,2.7240000000000006,2.7840000000000007,2.8440000000000007,2.904000000000001,2.964000000000001,3.024000000000001,3.084000000000001,3.144000000000001,3.204000000000001
174,"São Tomé and Príncipe, Dem. Rep. of",STP,-0.173,-0.12,0.183,-0.216,-0.184,0.143,-0.155,-0.153,0.058,0.151,-0.142,-0.123,0.388,-0.168,-0.186,-0.431,0.12,0.054,0.323,0.194,0.168,0.007,0.125,0.401,0.104,-0.097,0.44,0.455,-0.115,,,-0.043,0.413,0.311,0.858,,,1.234,0.952,0.484,0.336,0.735,0.977,0.804,0.707,0.79,1.01,0.73,0.964,1.23,0.923,0.945,0.909,0.99,0.906,1.594,1.265,0.936,1.306,1.52,1.291,1.211,1.2710000000000001,1.3310000000000002,1.3910000000000002,1.4510000000000003,1.5110000000000003,1.5710000000000004,1.6310000000000004,1.6910000000000005,1.7510000000000006,1.8110000000000006,1.8710000000000007,1.9310000000000007,1.9910000000000008,2.0510000000000006,2.1110000000000007,2.1710000000000007,2.2310000000000008,2.291000000000001
175,Saudi Arabia,SAU,-0.191,0.651,0.455,-0.495,0.142,0.639,-0.704,-0.402,0.559,0.384,-0.424,-0.538,-0.2,-0.211,-0.332,-0.424,0.159,-0.146,0.888,0.033,0.057,-0.429,-0.885,-0.362,-0.037,0.179,0.505,0.436,-0.16,0.052,0.324,-1.042,-0.259,0.592,0.131,0.515,-0.051,0.99,1.454,0.749,0.854,1.065,0.953,0.941,0.505,1.15,0.662,0.859,0.987,2.131,0.821,1.207,1.193,1.247,1.879,1.554,1.766,1.849,1.69,1.474,2.227,1.782,1.842,1.9020000000000001,1.9620000000000002,2.0220000000000002,2.0820000000000003,2.1420000000000003,2.2020000000000004,2.2620000000000005,2.3220000000000005,2.3820000000000006,2.4420000000000006,2.5020000000000007,2.5620000000000007,2.6220000000000008,2.682000000000001,2.742000000000001,2.802000000000001,2.862000000000001
176,Senegal,SEN,-0.16,-0.005,0.1,-0.197,-0.412,-0.044,-0.404,-0.523,0.739,0.52,-0.067,0.369,0.719,-0.433,-0.232,-0.072,0.541,0.468,0.767,0.913,0.736,0.317,1.229,0.62,0.479,0.44,0.981,0.838,0.536,1.154,0.755,0.838,1.054,0.598,0.912,1.217,1.371,1.57,0.582,0.916,1.16,1.433,1.148,1.204,1.425,1.436,1.279,1.37,0.791,1.527,1.265,0.926,1.27,1.202,1.336,1.694,1.917,1.136,1.56,1.826,1.946,1.57,1.6300000000000001,1.6900000000000002,1.7500000000000002,1.8100000000000003,1.8700000000000003,1.9300000000000004,1.9900000000000004,2.0500000000000003,2.1100000000000003,2.1700000000000004,2.2300000000000004,2.2900000000000005,2.3500000000000005,2.4100000000000006,2.4700000000000006,2.5300000000000007,2.5900000000000007,2.650000000000001
177,"Serbia, Rep. of",SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605,1.942,1.394,1.421,1.226,0.803,1.754,1.477,1.634,1.76,1.708,1.28,2.317,2.08,1.798,1.569,1.91,1.97,2.03,2.09,2.15,2.21,2.27,2.33,2.39,2.45,2.5100000000000002,2.5700000000000003,2.6300000000000003,2.6900000000000004,2.7500000000000004,2.8100000000000005,2.8700000000000006,2.9300000000000006,2.9900000000000007
178,Seychelles,SYC,0.307,0.072,-0.095,-0.182,-0.55,0.058,0.014,-0.166,0.191,0.302,-0.448,-0.363,0.182,-0.477,-0.268,-0.222,0.227,0.365,0.236,0.269,0.176,0.392,0.457,-0.364,-0.181,0.187,0.428,0.357,-0.071,0.309,0.479,0.072,0.129,0.402,0.33,0.008,0.494,0.858,0.164,0.265,0.592,0.377,0.576,0.194,0.402,0.402,0.705,0.308,0.542,0.735,0.64,0.658,0.368,0.474,0.787,0.751,0.921,0.655,1.116,1.174,0.626,0.466,0.526,0.5860000000000001,0.6460000000000001,0.7060000000000002,0.7660000000000002,0.8260000000000003,0.8860000000000003,0.9460000000000004,1.0060000000000004,1.0660000000000005,1.1260000000000006,1.1860000000000006,1.2460000000000007,1.3060000000000007,1.3660000000000008,1.4260000000000008,1.4860000000000009,1.546000000000001
179,Sierra Leone,SLE,-0.095,-0.099,0.145,-0.184,-0.321,-0.045,-0.149,-0.075,0.301,0.364,-0.129,0.163,0.469,-0.042,-0.116,-0.236,0.17,0.227,0.521,0.377,0.226,0.303,0.531,0.349,0.264,-0.102,0.726,0.627,0.163,0.467,0.595,0.231,0.55,0.447,0.441,0.514,0.679,0.881,0.45,,0.721,0.882,0.692,0.91,1.099,1.005,0.689,1.145,0.785,1.308,1.093,0.491,0.978,0.935,1.128,1.075,1.669,1.185,1.507,1.617,1.724,1.381,1.441,1.5010000000000001,1.5610000000000002,1.6210000000000002,1.6810000000000003,1.7410000000000003,1.8010000000000004,1.8610000000000004,1.9210000000000005,1.9810000000000005,2.0410000000000004,2.1010000000000004,2.1610000000000005,2.2210000000000005,2.2810000000000006,2.3410000000000006,2.4010000000000007,2.4610000000000007
180,Singapore,SGP,,,,,,,,,,,,,,,,,,,-0.05,0.09,,,,,,-0.238,0.299,-0.003,,,,,0.193,0.558,0.439,0.201,0.655,0.872,0.247,,0.314,,,0.681,0.649,0.571,,,0.573,0.595,0.685,1.223,1.0,1.328,1.596,1.782,1.158,0.992,1.626,1.407,1.509,1.345,1.405,1.465,1.5250000000000001,1.5850000000000002,1.6450000000000002,1.7050000000000003,1.7650000000000003,1.8250000000000004,1.8850000000000005,1.9450000000000005,2.0050000000000003,2.0650000000000004,2.1250000000000004,2.1850000000000005,2.2450000000000006,2.3050000000000006,2.3650000000000007,2.4250000000000007
181,Slovak Rep.,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,1.703,0.691,-0.419,-0.249,1.028,0.775,1.629,1.244,1.382,0.652,0.547,0.394,0.623,2.141,1.513,1.485,0.673,0.826,1.558,0.936,2.344,2.078,1.917,1.235,2.507,2.378,1.982,1.243,1.97,2.03,2.09,2.15,2.21,2.27,2.33,2.39,2.45,2.5100000000000002,2.5700000000000003,2.6300000000000003,2.6900000000000004,2.7500000000000004,2.8100000000000005,2.8700000000000006,2.9300000000000006,2.9900000000000007,3.0500000000000007
182,"Slovenia, Rep. of",SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167,0.571,1.879,0.812,-0.103,0.48,1.379,0.882,1.802,1.725,1.524,1.448,0.751,0.503,0.89,2.194,1.603,1.655,0.796,1.38,1.957,1.256,2.457,2.149,2.068,1.744,2.438,2.362,2.254,1.569,2.528,2.588,2.648,2.708,2.7680000000000002,2.8280000000000003,2.8880000000000003,2.9480000000000004,3.0080000000000005,3.0680000000000005,3.1280000000000006,3.1880000000000006,3.2480000000000007,3.3080000000000007,3.3680000000000008,3.428000000000001,3.488000000000001,3.548000000000001,3.608000000000001
183,Solomon Islands,SLB,0.208,0.087,-0.089,0.098,-0.504,-0.167,-0.179,-0.182,0.2,0.107,-0.162,-0.367,0.165,0.071,0.022,-0.085,0.22,0.371,0.21,0.142,0.43,-0.112,0.215,0.211,0.073,-0.144,-0.366,0.252,-0.077,0.22,0.012,-0.098,-0.201,0.039,0.607,0.378,0.285,0.669,0.27,0.501,,,0.254,0.378,0.546,0.362,0.519,,0.242,0.503,0.353,0.527,0.51,0.625,0.402,0.714,0.477,0.597,0.564,0.769,0.732,0.899,0.9590000000000001,1.0190000000000001,1.0790000000000002,1.1390000000000002,1.1990000000000003,1.2590000000000003,1.3190000000000004,1.3790000000000004,1.4390000000000005,1.4990000000000006,1.5590000000000006,1.6190000000000007,1.6790000000000007,1.7390000000000008,1.7990000000000008,1.8590000000000009,1.919000000000001,1.979000000000001
184,Somalia,SOM,0.32,-0.027,-0.206,0.017,-0.384,0.182,-0.078,-0.579,0.025,0.109,-0.276,0.193,0.504,-0.071,0.04,0.172,0.35,0.065,0.052,0.69,-0.132,0.275,0.424,-0.032,-0.039,0.055,0.824,0.675,-0.149,0.06,0.181,0.479,0.105,0.438,0.404,0.56,0.352,0.58,0.358,0.397,0.747,0.783,1.008,0.439,1.044,0.832,0.936,0.647,1.259,1.055,1.039,0.965,1.082,1.12,1.542,1.301,1.575,0.64,1.493,1.687,1.564,1.414,1.474,1.534,1.594,1.6540000000000001,1.7140000000000002,1.7740000000000002,1.8340000000000003,1.8940000000000003,1.9540000000000004,2.0140000000000002,2.0740000000000003,2.1340000000000003,2.1940000000000004,2.2540000000000004,2.3140000000000005,2.3740000000000006,2.4340000000000006,2.4940000000000007
185,South Africa,ZAF,0.246,0.212,0.181,-0.076,-0.03,0.243,-0.08,-0.385,0.274,0.347,-0.164,0.097,0.34,-0.25,-0.138,-0.51,0.169,0.057,0.31,0.235,-0.356,0.19,0.681,0.51,0.629,0.429,0.714,0.329,-0.041,0.317,0.356,0.797,0.822,0.201,0.63,-0.143,0.244,0.842,1.103,0.287,0.535,0.53,0.942,0.962,1.131,0.429,0.815,0.698,0.723,1.187,0.471,0.624,0.738,0.814,1.3,1.57,1.14,1.04,1.926,0.96,0.816,1.098,1.1580000000000001,1.2180000000000002,1.2780000000000002,1.3380000000000003,1.3980000000000004,1.4580000000000004,1.5180000000000005,1.5780000000000005,1.6380000000000006,1.6980000000000006,1.7580000000000007,1.8180000000000007,1.8780000000000008,1.9380000000000008,1.9980000000000009,2.0580000000000007,2.1180000000000008,2.178000000000001
186,"South Sudan, Rep. of",SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.506,1.172,1.395,0.946,1.135,1.272,1.252,1.118,0.945,0.536,1.054,0.808,0.8680000000000001,0.9280000000000002,0.9880000000000002,1.0480000000000003,1.1080000000000003,1.1680000000000004,1.2280000000000004,1.2880000000000005,1.3480000000000005,1.4080000000000006,1.4680000000000006,1.5280000000000007,1.5880000000000007,1.6480000000000008,1.7080000000000009,1.768000000000001,1.828000000000001,1.888000000000001
187,Spain,ESP,0.732,0.41,-0.228,0.486,-0.193,0.408,0.148,0.085,-0.294,0.118,-0.754,-0.839,-0.18,-0.448,-0.099,-0.375,-0.167,0.095,0.27,0.177,0.342,0.709,0.552,-0.165,0.48,0.253,0.723,0.794,1.04,1.452,0.213,0.305,-0.06,1.039,1.44,0.713,1.528,1.174,0.791,0.787,1.381,0.79,1.585,0.982,0.864,1.495,0.806,0.846,1.332,0.893,1.599,1.027,0.894,1.589,1.503,1.689,2.003,1.107,1.49,2.037,1.373,2.425,2.485,2.545,2.605,2.665,2.725,2.785,2.845,2.9050000000000002,2.9650000000000003,3.0250000000000004,3.0850000000000004,3.1450000000000005,3.2050000000000005,3.2650000000000006,3.3250000000000006,3.3850000000000007,3.4450000000000007,3.505000000000001
188,Sri Lanka,LKA,-0.156,-0.121,-0.054,0.064,-0.145,0.211,-0.089,-0.073,0.225,0.122,-0.34,-0.111,0.406,-0.244,-0.159,-0.07,0.078,0.127,0.377,0.46,0.273,0.267,0.769,0.109,0.207,0.304,0.817,0.845,0.337,0.709,0.653,0.35,0.348,0.421,0.72,0.541,0.695,1.31,0.483,0.604,0.855,1.012,0.915,0.829,0.88,0.628,0.607,0.534,0.744,1.079,0.705,0.93,0.835,0.948,0.954,1.319,1.047,0.771,1.223,1.265,0.978,0.937,0.9970000000000001,1.0570000000000002,1.1170000000000002,1.1770000000000003,1.2370000000000003,1.2970000000000004,1.3570000000000004,1.4170000000000005,1.4770000000000005,1.5370000000000006,1.5970000000000006,1.6570000000000007,1.7170000000000007,1.7770000000000008,1.8370000000000009,1.897000000000001,1.957000000000001,2.017000000000001
189,St. Kitts and Nevis,KNA,0.065,-0.08,0.183,0.057,-0.441,0.158,-0.136,-0.255,0.309,0.209,-0.185,-0.073,0.31,-0.229,-0.254,-0.284,0.287,0.36,0.321,0.726,0.748,0.41,0.701,0.11,0.111,0.186,0.803,0.561,0.027,0.477,0.575,0.512,0.635,0.607,0.775,0.52,0.734,1.248,0.66,0.499,,0.699,0.977,0.609,1.007,0.75,0.887,0.3,0.521,1.294,0.581,0.684,0.702,0.708,1.002,1.174,0.925,0.788,0.879,1.179,0.879,0.787,0.847,0.907,0.9670000000000001,1.0270000000000001,1.0870000000000002,1.1470000000000002,1.2070000000000003,1.2670000000000003,1.3270000000000004,1.3870000000000005,1.4470000000000005,1.5070000000000006,1.5670000000000006,1.6270000000000007,1.6870000000000007,1.7470000000000008,1.8070000000000008,1.8670000000000009
190,St. Lucia,LCA,0.29,-0.109,0.261,-0.081,-0.336,0.0,-0.224,-0.315,0.299,0.147,-0.39,-0.234,0.074,-0.392,-0.465,-0.305,0.025,0.166,0.16,0.506,0.389,0.081,0.364,-0.068,-0.346,-0.159,0.52,0.415,-0.05,0.279,0.389,0.33,0.416,0.382,0.625,0.427,0.522,1.19,0.582,0.472,0.619,0.657,0.91,0.554,1.122,0.754,0.717,0.359,0.444,1.206,0.627,0.556,0.786,0.621,0.909,1.032,1.009,0.627,1.007,1.189,0.861,0.67,0.73,0.79,0.8500000000000001,0.9100000000000001,0.9700000000000002,1.0300000000000002,1.0900000000000003,1.1500000000000004,1.2100000000000004,1.2700000000000005,1.3300000000000005,1.3900000000000006,1.4500000000000006,1.5100000000000007,1.5700000000000007,1.6300000000000008,1.6900000000000008,1.7500000000000009
191,St. Vincent and the Grenadines,VCT,0.51,-0.301,0.363,-0.252,-0.282,-0.005,-0.254,-0.296,0.325,0.196,-0.52,-0.332,-0.059,-0.567,-0.553,-0.183,-0.113,-0.016,0.173,0.312,0.201,-0.184,0.185,-0.166,-0.758,-0.428,0.333,0.395,-0.24,0.157,0.32,0.312,0.363,0.33,0.609,0.33,0.482,1.165,0.551,0.523,0.665,0.502,0.866,0.328,1.153,0.632,0.563,0.418,0.349,1.146,0.625,0.465,0.823,0.665,0.816,0.767,1.175,0.565,1.084,1.284,0.837,0.594,0.6539999999999999,0.714,0.774,0.8340000000000001,0.8940000000000001,0.9540000000000002,1.0140000000000002,1.0740000000000003,1.1340000000000003,1.1940000000000004,1.2540000000000004,1.3140000000000005,1.3740000000000006,1.4340000000000006,1.4940000000000007,1.5540000000000007,1.6140000000000008,1.6740000000000008
192,Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.837,0.956,1.127,0.891,1.445,1.13,1.177,1.172,0.809,0.397,1.16,0.68,0.74,0.8,0.8600000000000001,0.9200000000000002,0.9800000000000002,1.0400000000000003,1.1000000000000003,1.1600000000000004,1.2200000000000004,1.2800000000000005,1.3400000000000005,1.4000000000000006,1.4600000000000006,1.5200000000000007,1.5800000000000007,1.6400000000000008,1.7000000000000008,1.760000000000001
193,Suriname,SUR,-0.104,-0.15,-0.085,-0.088,-0.063,0.154,-0.238,-0.234,0.459,0.212,-0.462,-0.025,0.128,-0.344,-0.263,0.003,0.193,0.133,0.265,0.317,0.272,0.253,0.444,-0.255,-0.085,0.026,0.615,0.434,0.069,0.264,0.47,0.624,0.483,0.585,1.061,0.55,0.771,1.373,0.586,0.693,0.528,0.684,0.919,0.953,1.285,0.868,0.832,0.895,1.216,1.353,0.884,0.877,1.036,1.039,1.095,1.581,1.247,1.058,1.338,1.49,1.083,1.102,1.1620000000000001,1.2220000000000002,1.2820000000000003,1.3420000000000003,1.4020000000000004,1.4620000000000004,1.5220000000000005,1.5820000000000005,1.6420000000000006,1.7020000000000006,1.7620000000000007,1.8220000000000007,1.8820000000000008,1.9420000000000008,2.0020000000000007,2.0620000000000007,2.1220000000000008,2.182000000000001
194,Svalbard Jan Mayen Islands,SJM,0.565,-1.364,-2.244,-0.505,-0.16,-2.357,-0.135,-3.251,-1.74,-0.19,-1.309,2.386,0.53,1.596,0.414,0.924,-0.273,-0.787,-1.117,-0.118,-1.066,-0.656,0.046,1.896,1.789,-0.358,0.2,-2.108,-0.769,1.631,1.316,0.957,0.012,0.059,0.472,1.185,-0.322,0.174,2.067,1.976,1.386,1.617,0.843,0.737,2.446,3.886,3.05,1.84,1.906,2.272,2.105,3.825,2.271,3.382,3.313,5.327,3.335,4.064,2.871,2.002,3.012,3.512,3.572,3.632,3.692,3.7520000000000002,3.8120000000000003,3.8720000000000003,3.9320000000000004,3.9920000000000004,4.0520000000000005,4.112,4.172,4.231999999999999,4.291999999999999,4.3519999999999985,4.411999999999998,4.471999999999998,4.531999999999997,4.591999999999997
195,Sweden,SWE,1.556,-0.692,-0.456,0.395,-0.222,-1.668,0.832,-0.928,-0.205,-1.096,0.034,0.795,1.147,0.936,1.575,-0.107,-0.465,-0.073,-1.089,-0.566,-0.227,-0.132,0.915,0.589,-1.026,-0.488,-1.196,0.731,2.003,1.695,1.028,1.379,0.813,0.2,1.267,-0.156,0.989,0.567,1.369,1.726,1.072,1.569,0.913,1.2,1.824,1.486,1.939,1.957,1.438,-0.279,1.269,1.313,0.857,2.705,2.072,1.843,1.59,1.848,1.573,2.951,1.85,2.135,2.195,2.255,2.315,2.375,2.435,2.495,2.555,2.615,2.6750000000000003,2.7350000000000003,2.7950000000000004,2.8550000000000004,2.9150000000000005,2.9750000000000005,3.0350000000000006,3.0950000000000006,3.1550000000000007,3.2150000000000007
196,Switzerland,CHE,0.991,-0.354,-0.867,0.138,-0.788,0.471,0.56,-0.057,-0.076,-0.484,-0.067,-0.061,-0.056,0.091,0.623,0.369,0.173,-0.361,-0.06,-0.192,-0.013,0.581,0.871,-0.327,-0.324,0.244,-0.005,0.92,1.147,1.423,0.334,0.975,0.573,1.871,1.013,0.042,1.076,1.122,0.986,1.429,1.46,1.273,1.865,0.988,0.818,1.102,1.817,1.21,1.38,0.468,1.673,1.516,0.786,2.175,1.979,1.862,1.84,2.347,2.099,2.515,1.204,2.858,2.918,2.978,3.0380000000000003,3.0980000000000003,3.1580000000000004,3.2180000000000004,3.2780000000000005,3.3380000000000005,3.3980000000000006,3.4580000000000006,3.5180000000000007,3.5780000000000007,3.638000000000001,3.698000000000001,3.758000000000001,3.818000000000001,3.878000000000001,3.938000000000001
197,Syrian Arab Rep.,SYR,-0.041,0.983,0.545,-0.709,-0.186,0.921,-1.011,-0.179,0.171,0.653,-0.168,-0.906,-0.4,-0.173,-0.18,-0.841,0.186,0.17,0.919,-0.179,0.151,-0.532,-0.845,0.01,-0.021,0.411,-0.166,-0.197,0.389,0.209,0.49,-1.113,-0.562,1.293,0.192,0.494,-0.085,1.185,1.316,0.704,1.192,0.894,0.568,0.679,0.289,1.058,0.824,1.067,0.661,2.488,0.662,1.057,1.391,1.199,1.326,1.818,1.178,2.424,1.61,1.931,2.327,1.635,1.695,1.7550000000000001,1.8150000000000002,1.8750000000000002,1.9350000000000003,1.9950000000000003,2.055,2.115,2.1750000000000003,2.2350000000000003,2.2950000000000004,2.3550000000000004,2.4150000000000005,2.4750000000000005,2.5350000000000006,2.5950000000000006,2.6550000000000007,2.7150000000000007
198,Taiwan Province of China,TWN,0.15,-0.165,-0.216,0.251,-0.143,0.296,0.099,-0.928,0.017,-0.324,-0.221,-0.148,0.5,-0.359,0.238,-0.545,0.227,0.029,0.045,0.208,-0.083,-0.169,0.243,-0.569,-0.079,-0.25,0.338,0.282,0.052,0.331,0.545,-0.102,0.318,0.357,0.16,-0.016,0.109,1.17,0.705,0.384,0.79,0.945,0.945,0.559,0.785,0.832,0.902,0.696,0.893,0.623,0.169,0.455,0.767,0.673,0.661,0.939,1.275,1.022,1.209,1.62,1.779,1.257,1.317,1.377,1.437,1.497,1.5570000000000002,1.6170000000000002,1.6770000000000003,1.7370000000000003,1.7970000000000004,1.8570000000000004,1.9170000000000005,1.9770000000000005,2.0370000000000004,2.0970000000000004,2.1570000000000005,2.2170000000000005,2.2770000000000006,2.3370000000000006
199,"Tajikistan, Rep. of",TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.298,-0.195,0.407,0.332,-0.529,1.101,0.554,0.996,0.879,1.37,1.164,0.471,1.218,0.669,1.439,1.075,0.795,0.677,1.202,1.312,-0.161,1.142,0.364,1.146,1.517,1.166,1.49,1.181,0.85,0.863,1.938,1.998,2.058,2.118,2.178,2.238,2.298,2.358,2.418,2.478,2.5380000000000003,2.5980000000000003,2.6580000000000004,2.7180000000000004,2.7780000000000005,2.8380000000000005,2.8980000000000006,2.9580000000000006,3.0180000000000007
200,"Tanzania, United Rep. of",TZA,0.381,-0.254,-0.282,-0.389,-0.207,0.098,0.056,-0.452,0.363,0.213,-0.252,0.063,0.389,-0.081,-0.005,0.0,0.302,0.105,-0.104,0.4,0.382,0.417,0.69,0.098,0.063,0.136,0.573,0.668,-0.127,0.129,0.257,0.26,-0.07,0.339,0.273,0.139,0.514,0.399,-0.331,0.423,0.339,0.521,0.881,0.712,0.938,0.776,0.676,0.382,0.78,0.898,0.615,0.78,0.856,0.853,1.016,0.906,1.364,1.043,1.382,1.068,1.115,0.895,0.9550000000000001,1.0150000000000001,1.0750000000000002,1.1350000000000002,1.1950000000000003,1.2550000000000003,1.3150000000000004,1.3750000000000004,1.4350000000000005,1.4950000000000006,1.5550000000000006,1.6150000000000007,1.6750000000000007,1.7350000000000008,1.7950000000000008,1.8550000000000009,1.915000000000001,1.975000000000001
