country,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.036,0.083,0.103,0.135,0.112,0.109,0.117,0.129,0.145,0.158,0.184,0.199,0.186,0.15,0.183,0.107,0.173,0.216,0.251,0.282,0.319,0.327,0,0.41,0.646,0.373,0.432,0.873,0.722,0.934,0.638,0.559,0.719,0.619,0.646,0.709,0.679,0.66,0.592,0.554,0.682,0.635,0.83,0.929,0.808,0.784,0.869,0.788,0.571,1.219,0.637,0.542,0.569,0.585,0.558,0.623,0.32,0.8,0.937,0.18,0.447,0.612,0.649,0.487,0.531,0.539,0.649,0.66,0.707,0.725,0.758,0.806,0.81,2.378,2.407,2.437,2.561,2.616,2.719,2.715,2.821,2.656,2.627,2.506,2.499,1.348,0.861,0.872,0.898,0.883,0.89,0.872,0.89,0.89,0.858,0.866
Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.004,0.006,0.003,0.004,0.005,0.005,0.003,0.006,0.006,0.004,0.006,0.006,0.001,0.011,0.011,0.013,0.019,0.02,0.025,0.027,0.033,0.048,0.055,0.063,0.041,0.036,0.035,0.061,0.064,0.072,0.076,0.112,0.106,0.106,0.152,0.184,0.216,0.299,0.331,0.34,0.485,0.6,0.561,0.788,0.72,0.903,0.974,1.28,1.24,1.532,1.465,1.402,1.441,1.637,1.931,2.126,2.143,2.158,2.372,2.562,2.578,2.417,2.905,3.45,4.147,4.532,4.871,4.829,5.023,5.609,6.25,5.451,6.885,6.46,5.773,6.522,6.751,7.167,7.907,8.514,8.697,10.168,11.439,11.395,11.224,11.544,12.052,14.358,15.487,16.792,14.58,17.707,19.527,21.211,22.801,24.922,22.269,19.854,21.334,23.365,22.185,26.306,23.785,24.922,25.684,28.191,29.632,29.587,31.269,29.019,26.906,25.899,22.551,23.051,24.782,26.209,28.958,31.514,33.756,33.697,37.984,35.346,39.335,42.027,41.194,41.027,39.16,42.74,44.777,47.013,48.064,55.738,61.122,62.447,63.036,67.943,71.968,75.482,75.479,77.936,83.072,87.444,87.01,90.909,95.996,103.545,113.605,115.736,122.281,128.768,136.414,147.861,151.116,153.598,170.144,166.183,173.102,169.803,181.915,191.052,192.322,204.37,213.81,218.001,207.645,217.516,224.556,224.04,234.6,240.737,256.837,278.16,279.534,284.529,288.874,293.701,305.056,311.94,320.333,334.136,343.959,350.008,357.783,362.537,369.442,382.873,386.205,392.436,399.676,404.256,407.477,405.512,404.257,406.58,399.288,393.049,401.378,410.254,413.655,415.351,415.811,396.685,386.607,392.279
Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0.253,0.333,0.359,0.366,0.348,0.399,0.403,0.458,0.476,0.458,0.476,0.495,0.48,0.513,0.429,0.586,0.634,0.674,0.707,0.85,1.059,1.169,1.319,1.458,1.268,1.594,1.799,2.114,2.081,2.334,2.261,2.327,2.334,2.81,3.224,3.177,3.701,4.232,4.873,7.244,5.866,6.148,6.379,6.353,5.877,5.075,5.353,3.594,4.913,6.071,6.485,7.365,10.142,10.006,10.728,9.153,7.859,8.09,7.284,7.24,8.863,23.647,10.314,10.6,11.761,11.461,12.047,11.369,12.256,11.952,12.875,13.037,14.945,14.465,17.701,18.129,20.372,21.299,23.021,24.454,24.816,27.696,28.352,25.696,25.699,27.209,28.609,34.178,42.697,60.031,43.642,58.785,49.142,51.688,60.984,49.655,35.343,9.087,3.451,3.338,3.015,14.528,19.339,18.587,17.778,20.093,18.991,18.62,20.123,21.19,24.173,18.863,18.103,15.171,14.23,13.753,13.922,13.592,15.259,5.787,6.336,7.343,7.973,8.545,9.611,9.391,4.562,12.76,17.63,24.487,26.574,20.894,23.264,22.07,21.715,24.506,29.07,28.205,29.179,28.087,27.91,30.784,31.824,33.865,36.949,38.896,38.141,39.209,39.916,42.297,44.638,50.632,52.069,56.071,60.016,57.294,54.214,58.204,55.994,57.226,61.321,52.025,55.833,53.565,51.668,54.214,54.366,53.729,57.374,52.937,53.696,62.167,65.766,60.266,60.692,61.067,64.044,67.389,67.285,66.92,65.671,66.172,70.171,71.975,77.402,77.699,79.097,76.817,74.118,73.495,67.315,72.017,69.909,67.283,67.776,64.176,66.366,67.227,69.609,66.572,67.956,62.121,66.019,61.488
Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.011,0.01,0.011,0.012,0.012,0.036,0.042,0.035,0.047,0.051,0.069,0.071,0.067,0.081,0.093,0.116,0.118,0.154,0.158,0.186,0.196,0.206,0.234,0.238,0.259,0.266,0.281,0.293,0.317,0.359,0.395,0.418,0.49,0.499,0.574,0.584,0.675,0.757,0.879,0.995,1.022,0.987,0.965,1.074,0.959,1.094,1.225,1.232,1.301,1.276,1.323,1.498,1.628,1.469,1.348,1.437,1.323,0.527,0.451,0.411,0.446,0.543,0.6,0.715,0.706,1.023,1.272,1.4,1.508,2.058,2.474,2.784,3.114,3.764,4.255,4.872,4.986,5.263,5.328,6.386,5.611,3.073,3.207,4.65,4.905,5.499,6.615,7.028,7.987,8.891,9.626,10.308,10.905,11.901,13.496,14.815,16.223,17.331,18.226,18.984,19.599,20.594,22.108,23.531,24.971,26.377,27.599,28.393,29.583,31.105,33.03,34.768,36.255,37.656,39.598,41.126,42.53,44.002,44.37,46.11,45.262,46.119,46.784,47.209,50.898,53.118,49.605,51.012,50.643,51.151,49.752,56.174,48.406,41.945,33.309,31.242,29.843,31.785,28.822,29.765,28.415,28.57,30.488,32.253,34.194,34.522,30.037,33.037,29.103,27.549,30.21,32.773,33.555,34.348,34.683,34.727,34.607,34.576,37.738,36.149,38.334,38.063
Bahamas,BHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.066,0.077,0.081,0.084,0.128,0.139,0.176,0.18,0.26,0.41,0.546,0.725,0.707,1.085,1.315,1.092,1.701,1.628,1.741,2.569,6.724,6.481,7.863,7.38,8.246,6.457,9.709,6.597,6.916,7.972,2.798,2.258,2.014,1.854,1.51,1.411,1.422,1.539,1.946,2.023,1.997,1.869,1.744,1.77,1.839,1.814,1.608,1.99,2.034,2.026,1.946,2.037,2.07,2.048,1.905,1.854,1.872,1.916,2.154,2.228,2.114,2.052,2.03,2.136,2.246,2.209,2.51,2.422,2.455,2.184,2.101,2.12
Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.121,0.531,1.949,3.254,3.477,3.184,2.968,2.851,2.616,2.759,2.818,3.063,3.36,3.95,4.576,4.609,1.381,1.176,1.286,0.997,1.044,1.403,1.055,0.755,1.29,1.312,0.575,1.77,1.59,1.194,1.598,1.227,0.649,1.004,1.103,1.271,2.59,3.037,3.679,5.518,5.401,5.749,6.57,7.464,7.76,8.127,7.881,8.519,9.831,8.222,9.2,10.186,11.003,11.421,12.143,11.717,11.556,11.391,10.493,16.84,14.443,14.823,16.019,17.289,18.366,18.315,19.234,15.375,15.868,16.769,17.884,19.804,19.421,26.771,29.681,28.098,29.075,28.468,27.119,31.158,30.9,32.46,31.56,32.835,32.637,37.583,37.396,38.122,37.796
Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.121,0.134,0.19,0.993,1.226,1.295,1.318,1.339,1.379,1.634,1.689,1.896,1.84,2.212,2.29,2.517,2.893,2.975,3.121,3.176,3.371,3.866,3.749,3.803,3.606,3.506,4.55,4.653,4.857,5.556,5.785,5.984,6.613,7.597,7.886,8.552,8.188,9.077,10.189,11.406,11.8,13.478,13.382,14.082,14.742,15.38,16.063,17.538,21.042,21.493,23.126,23.198,25.075,26.525,31.035,31.981,33.459,35.945,37.677,41.689,42.642,45.301,49.148,53.992,56.556,60.708,61.799,66.009,73.158,76.203,80.742,82.556,100.792,93.615,98.76,102.103
Barbados,BRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.007,0.004,0.004,0.004,0.004,0,0,0,0,0.004,0,0,0,0,0,0,0,0.004,0.004,0.004,0.073,0.11,0.088,0.11,0.114,0.128,0.128,0.136,0.15,0.15,0.172,0.194,0.26,0.191,0.18,0.205,0.267,0.337,0.44,0.48,0.429,0.484,0.502,0.48,0.491,0.568,0.531,0.59,0.63,0.601,0.674,0.685,0.645,0.685,0.747,0.846,0.915,0.941,0.945,0.989,1.275,1.418,1.362,1.097,1.164,1.283,1.339,1.54,1.572,1.653,1.749,1.652,1.658,1.699,1.72,1.762,1.775,1.802,2.081,2,1.845,1.942,1.803,1.822,1.69,1.686,1.694,1.645,1.656,1.667,1.234,1.226,1.233
Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.01,0,0,0.013,0.014,0.019,0.024,0.022,0.023,0.025,0.024,0.077,0.088,0.073,0.1,0.108,0.146,0.15,0.14,0.171,0.196,0.244,0.249,0.325,0.333,0.391,0.412,0.434,0.494,0.502,0.546,0.56,0.593,0.618,0.668,0.756,0.833,0.882,1.033,1.052,1.209,1.231,1.423,1.596,1.852,2.098,2.154,2.08,2.035,2.264,2.021,2.305,2.581,2.597,2.742,2.689,2.788,3.158,3.431,3.096,2.842,3.029,2.788,1.112,0.95,0.866,0.939,1.145,1.265,1.507,1.488,2.155,2.68,2.969,3.199,4.358,5.236,5.894,6.586,7.964,9.011,10.327,10.563,11.149,11.286,13.526,11.888,6.475,6.758,9.8,10.362,11.636,14.007,14.897,16.933,18.865,20.439,21.89,23.16,25.29,28.679,31.458,34.43,36.759,38.653,40.253,41.532,43.62,46.796,49.778,52.812,55.782,58.36,60.029,62.538,65.798,69.832,73.493,76.62,79.564,83.637,86.818,89.745,92.828,93.562,97.203,95.372,97.144,98.501,99.34,107.063,121.552,112.491,114.307,109.142,108.345,104.072,93.483,80.562,67.879,60.906,61.735,61.588,60.073,57.966,54.906,54.003,53.844,55.088,58.254,59.31,61.744,60.218,62.836,60.578,62.445,61.308,62.545,64.126,63.649,58.799,58.134,59.382,62.157,62.096,59.056,60.938,58.801
Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.196,4.463,4.716,4.565,4.408,4.76,5.599,5.998,6.123,6.709,7.727,7.39,7.68,7.112,7.801,8.218,8.966,9.318,8.284,8.735,9.332,10.168,11.41,11.787,13.058,13.377,13.212,13.755,14.451,14.898,15.213,16.459,16.345,17.228,18.082,19.06,20.529,22.233,20.101,21.651,24.747,23.717,25.589,28.107,25.915,26.93,26.319,25.051,27.238,27.733,30.426,30.631,32.437,34.383,33.87,33.082,32.104,33.969,36.054,36.834,39.824,37.78,37.728,36.076,39.831,40.132,42.279,43.744,45.086,47.126,49.666,46.709,48.856,52.63,50.351,50.266,57.495,58.324,57.847,57.763,61.288,61.687,64.776,68.015,40.575,34.42,45.793,36.248,33.723,44.869,55.154,50.534,55.909,71.884,76.255,78.04,77.684,90.475,88.246,96.955,93.672,84.123,67.713,72.657,74.958,71.641,75.004,90.298,79.119,73.709,62.104,65.184,61.077,57.853,33.138,38.755,56.411,82.03,85.057,80.772,76.2,89.45,83.464,82.374,85.735,92.017,96.78,96.487,87.685,88.31,90.908,92.698,98.018,105.676,103.554,105.331,105.097,107.361,118.438,123.492,125.49,121.371,130.638,138.639,134.95,121.823,129.678,126.199,135.45,139.787,134.836,123.574,117.102,101.202,104.967,104.004,102.367,102.589,99.743,106.792,120.293,123.363,122.488,121.424,124.797,125.936,129.479,123.991,130.223,124.681,126.722,126.066,126.863,128.248,128.771,125.628,123.873,120.463,120.17,107.765,114.604,105.069,102.405,102.715,97.029,101.146,99.623,99.055,99.967,99.47,91.101,95.668,89.605
Belize,BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.026,0.026,0.029,0.029,0.029,0.029,0.029,0.04,0.04,0.044,0.037,0.07,0.062,0.084,0.084,0.081,0.121,0.103,0.136,0.121,0.143,0.158,0.147,0.154,0.176,0.176,0.198,0.216,0.209,0.191,0.183,0.172,0.172,0.172,0.191,0.205,0.227,0.249,0.3,0.311,0.407,0.355,0.377,0.374,0.377,0.308,0.388,0.37,0.348,0.396,0.447,0.432,0.432,0.392,0.421,0.443,0.476,0.436,0.517,0.539,0.553,0.451,0.44,0.469,0.641,0.627,0.616,0.605,0.707,0.613,0.702,0.725
Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.115,0.129,0.107,0.126,0.126,0.146,0.149,0.125,0.103,0.161,0.128,0.136,0.121,0.143,0.15,0.114,0.143,0.154,0.202,0.282,0.293,0.388,0.381,0.407,0.443,0.26,0.297,0.363,0.366,0.48,0.387,0.443,0.404,0.448,0.686,0.624,0.474,0.508,0.57,0.579,0.62,0.671,0.807,0.912,0.956,1.184,1.224,1.114,1.462,1.473,1.689,2.11,2.394,2.594,2.49,3.351,3.931,3.919,4.225,4.679,4.48,4.403,4.566,4.796,5.329,6.494,6.804,7.434,7.116,7.745,8.312,8.432
Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.059,0.106,0.092,0.084,0.11,0.136,0.139,0.147,0.136,0.158,0.176,0.158,0.15,0.202,0.18,0.202,0.213,0.224,0.198,0.227,0.231,0.253,0.425,0.443,0.458,0.469,0.454,0.425,0.462,0.436,0.388,0.396,0.451,0.443,0.451,0.421,0.572,0.645,0.78,0.502,0.539,0.462,0.539,0.531,0.531,0.528,0.524,0.52,0.513,0.517,0.528,0.557,0.561,0.583,0.583,0.652,0.729,0.649,0.476,0.608,0.443,0.366,0.535,0.671,0.539,0.619,0.634,0.696,0.594,0.458,0.441,0.445
Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.007,0.011,0.022,0.022,0.055,0.063,0.087,0.109,0.12,0.112,0.16,0.167,0.12,0.186,0.186,0.215,0.182,0.212,0.249,0.298,0.39,0.382,0.386,0.397,0.384,0.417,0.376,0.308,0.396,0.394,0.394,0.422,0.39,0.488,0.732,0.835,0.918,1.028,1.057,1.261,1.342,1.478,1.459,0.92,1.062,1.056
Bolivia,BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.011,0.011,0.007,0.015,0.044,0.073,0.07,0.044,0.055,0.066,0.084,0.128,0.106,0.135,0.146,0.139,0.168,0.161,0.168,0.205,0.289,0.494,0.462,0.513,0.538,0.788,0.931,1.106,1.004,0.916,0.949,1.004,1.04,1.099,1.213,1.48,1.509,1.689,1.89,2.176,2.546,2.484,3.059,3.568,3.454,3.513,4.055,4.575,4.475,5.02,4.73,4.659,4.781,4.338,4.278,4.029,4.11,3.764,4.012,4.287,4.968,10.007,10.495,11.014,11.55,9.638,9.017,10.016,11.721,11.252,10.94,8.434,8.743,10.403,10.968,11.032,12.313,12.332,12.695,12.965,13.538,14.719,15.949,17.535,17.769,19.888,19.887,21.239,22.171,22.502,22.605,18.326,21.726,21.494
Bonaire Sint Eustatius and Saba,BES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.017,0.021,0.027,0.023,0.022,0.024,0.026,0.029,0.032,0.037,0.04,0.038,0.03,0.037,0.022,0.035,0.044,0.051,0.057,0.064,0.066,0,0.083,0.13,0.075,0.087,0.176,0.146,0.188,0.129,0.113,0.145,0.125,0.13,0.143,0.137,0.133,0.119,0.112,0.138,0.128,0.168,0.187,0.163,0.158,0.175,0.159,0.115,0.246,0.128,0.109,0.115,0.118,0.112,0.126,0.065,0.161,0.189,0.036,0.032,0.032,0.06,0.065,0.052,0.043,0.066,0.063,0.062,0.058,0.061,0.003,0.025,0.067,0.068,0.066,0.066,0.069,0.068,0.071,0.08,0.077,0.079,0.054,0.069,0.084,0.084,0.084,0.095,0.103,0.103,0.099,0.11,0.114,0.109,0.11
