,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
62,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.001,,,,,0.004,,,0.009000000000000001,0.014,0.021,0.03,0.038,0.046,0.055,0.064,0.092,0.124,0.151,0.187,0.226,0.279,0.333,0.384,0.446,0.517,0.605,0.695,0.813,0.9339999999999999,1.076,1.2249999999999999,1.382,1.561,1.7429999999999999,1.9409999999999998,2.144,2.359,2.583,2.825,3.099,3.401,3.721,4.096,4.477,4.915,5.361,5.877,6.4559999999999995,7.127,7.8870000000000005,8.668,9.422,10.16,10.981,11.713,12.548,13.484,14.426,15.42,16.395,17.406,18.551,19.794999999999998,20.917,21.947,23.045,24.056,24.459,24.803,25.117,25.457,25.872,26.331,26.877,27.416,28.197,29.168,30.259,31.432,33.02,34.926,37.071,39.467999999999996,42.366,45.647999999999996,49.414,53.266,57.333,61.449,66.369,70.69200000000001,73.039,75.489,79.042,82.805,87.035,92.13,97.553,103.718,110.592,118.042,126.021,134.463,143.685,154.143,165.609,178.157,191.552,205.637,220.304,235.43,251.304,268.325,286.424,305.624,325.9,347.099,368.89,391.581,415.452,440.786,467.448,495.243,524.104,554.449,585.961,618.544,652.241,686.215,721.529,756.168,791.461,827.259,863.378,902.337,941.065,979.593,1018.157,1057.523,1094.443,1128.59,1153.011,1172.45,1192.495,1210.556,1229.599,1248.282,1265.223,1281.161,1296.643,1312.525,1327.895,1345.159,1362.486,1379.583,1396.028,1415.97,1433.792,1448.209,1467.184,1486.14,1503.912,1523.5720000000001,1542.4,1558.224,1575.713,1594.451,1612.336,1624.66,1633.8990000000001,1644.319,1654.631
63,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.022,0.033,,,,,0.037,0.040999999999999995,0.129,0.191,0.29,0.473,0.744,0.971,1.213,1.5350000000000001,1.854,2.191,2.543,2.884,3.2800000000000002,3.701,4.108,4.752,5.576,6.649,8.374,10.04,11.692,13.541,14.947,16.698,18.434,19.643,20.818,21.865,23.233999999999998,25.078,26.895,28.755,30.229,32.064,33.714,35.513,37.708,40.262,42.902,45.696,48.683,51.641,54.578,57.572,59.769,62.275,65.069,68.049,71.196,74.28999999999999,77.753,82.018,86.45,91.32,96.479,101.435,106.753,112.593,119.011,125.464,131.801,139.203,147.312,157.093,169.11,181.806,196.231,211.815,227.804,244.47899999999998,262.289,281.20799999999997,300.281
64,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.10999999999999999,0.183,0.26,0.308,0.37,0.44,0.502,0.59,0.66,0.752,0.866,0.958,1.046,1.171,1.255,1.35,1.464,1.592,1.669,1.768,1.867,1.988,2.105,2.248,2.468,2.596,2.724,2.845,3.0060000000000002,3.215,3.435,3.629,3.823,4.043,4.277,4.574,5.091,5.578,6.314,6.915,7.336,7.735,8.248,8.776,9.362,9.978,10.865,12.272,13.554,14.617,15.932,17.416,19.079,19.768,19.874,20.054,20.175,20.248,20.486,20.761,21.043,21.754,23.231,24.975,26.686,28.284,31.134999999999998,34.263,37.614,40.262,43.273,46.295,49.519,53.472,56.988,61.951,68.731,74.427,79.298,81.612,84.857,87.667,91.612,94.337,94.977,98.259,103.709,112.167,117.1,123.645,131.622,140.277,147.843,156.995,167.92000000000002,180.088,192.329,202.936,216.492,231.579,246.501,263.291,282.627,305.455,330.755,360.24399999999997,388.832,422.113,460.01,500.365,540.902,585.008,634.328,680.936,726.962,778.16,828.297,880.122,934.359,992.498,1043.901,1086.877,1128.34,1170.487,1220.036,1273.25,1330.783,1382.841,1435.289,1492.204,1547.392,1601.657,1657.971,1719.703,1777.819,1841.852,1904.548,1963.9,2022.766,2079.776,2142.29,2207.331,2279.985,2348.924,2405.971,2474.342,2541.102,2599.723,2655.629,2719.71,2776.348,2827.494,2879.209,2926.828,2971.014,3018.262,3062.916,3108.646,3151.1,3188.835,3226.782,3262.945
65,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121,0.253,0.41100000000000003,0.5800000000000001,0.738,0.91,1.104,1.2690000000000001,1.445,1.643,1.837,2.0060000000000002,2.237,2.479,2.904,3.248,3.57,3.925,4.321,4.753,5.273,5.822,6.401,7.031,7.7010000000000005,8.324,8.807,9.572,10.281,11.117,11.909,12.986,13.821,14.53,15.107,15.68,16.278,16.75,17.3,17.925,18.726,19.381,20.111,20.84,21.563,22.3,23.092,23.856,24.599,25.355,26.169999999999998,27.212,28.092,29.128999999999998,30.47,31.552,32.755,33.894999999999996,34.741,35.483,36.575,37.574,38.543,39.649,40.900999999999996,42.221,43.481,44.843,46.253,47.661,48.702,49.788,50.862
66,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.239,,4.415,,,,,,6.536,8.588000000000001,10.805,12.853,14.945,17.286,19.785,22.445,24.827,27.384,30.286,33.298,36.467,39.636,43.153,47.11,51.199,57.109,63.352000000000004,69.427,75.97800000000001,82.031,88.71000000000001,95.95700000000001,104.879,114.138,124.775,136.126,147.994,159.565,171.363,185.184,199.71200000000002,214.262,229.523,247.359,265.888,286.729,303.419,320.805,340.422,360.46,382.03000000000003,407.37,436.583,469.654,504.286,539.567,574.162,609.153,647.284,688.526,732.051,776.239,823.069,872.372,925.932,980.21,1035.742,1092.684,1143.222,1193.485,1254.41,1320.259,1382.902,1448.162,1513.52,1577.446,1642.669,1710.167,1786.316,1864.301,1946.609,2032.929,2115.842,2195.556,2274.629,2357.919,2444.573,2533.37,2631.188,2729.171,2827.293,2923.623,3025.523,3128.298,3234.58,3345.841,3460.887,3581.187,3710.464,3835.469,3953.131,4082.474,4208.472,4335.899,4472.467,4618.063,4764.777,4914.873,5065.485,5222.392,5380.97,5552.082,5670.433,5773.666,5883.355,6004.959,6113.41,6229.551,6381.329,6519.238,6682.389,6866.578,7073.213,7287.04,7500.772,7713.812,7925.431,8159.713,8397.347,8614.841,8806.616,9006.003,9207.353,9402.725,9600.804,9818.509,10020.307,10214.924,10352.661,10472.588,10595.084,10720.33,10800.316,10907.482,11072.727,11256.351,11452.852,11681.903,11884.182,12112.911,12339.897,12554.445,12780.797,13019.779,13288.278,13565.775,13831.929,14093.819,14389.933,14705.615,15038.502,15376.51,15745.366,16108.834,16489.2,16893.844,17312.07,17755.444,18215.869,18709.264,19223.228,19761.883,20282.542,20764.707,21288.154,21795.102,22323.857,22855.97,23367.017,23826.319,24266.683,24689.931,25101.892,25507.03,25897.315,26285.02,26670.565,27070.185,27463.616,27881.391,28289.108,28677.506,29059.082,29445.539,29848.432,30243.944,30657.909,31070.279,31476.787,31887.803,32294.234,32706.691,33120.354,33536.505,33942.815,34339.013,34728.44,35099.406,35475.97,35830.059,36186.504,36544.991,36872.0,37203.414,37537.419,37874.315,38196.394,38511.844,38793.383,39100.159,39397.693
67,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.08,0.135,0.219,0.296,0.395,0.509,0.604,0.721,0.8200000000000001,0.879,0.993,1.11,1.235,1.356,1.492,1.631,1.8,1.983,2.196,2.452,2.712,2.946,3.199,3.499,3.847,4.177,4.584,4.983,5.463,5.884,6.324,6.782,7.269,7.767,8.284,8.775,9.273,9.801,10.38,11.083,11.739,12.388,12.971,13.546,14.118,14.719,15.309,15.932,16.562,17.251,18.012999999999998,18.738,19.471,20.218,20.94,21.618,22.307,22.937,23.512,24.142,24.71,25.3,25.948999999999998,26.546,27.154,27.784,28.491,29.216,29.956,30.714,31.451,32.199
68,FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.279,0.433,0.613,0.796,0.99,1.192,1.383,1.563,1.728,1.8780000000000001,2.039,2.182,2.299,2.413,2.545,2.655,2.802,2.905,3.022,3.147,3.283,3.419,3.562,3.705,3.848,3.991,4.138,4.285,4.438,4.5889999999999995
69,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.024,0.041999999999999996,0.056999999999999995,0.073,0.089,0.11,0.132,0.157,0.179,0.311,0.476,0.5640000000000001,0.637,0.8280000000000001,1.044,1.425,2.436,4.396,5.829,7.91,10.753,13.49,18.799,24.247,29.611,35.315,41.621,49.176,55.923,62.548,69.112,75.656,81.165,87.144,93.443,98.394,102.403,106.724,112.481,116.966,121.488,126.405,131.38,135.922,141.142,147.028,152.555,159.008,165.022,171.15,177.63,183.88,190.626,197.012,203.235,208.778,213.816,219.195,224.499,230.335,236.163,241.793,247.72,254.089,260.565,267.087,272.966,278.44,283.866,289.795,295.675,301.38100000000003
70,GBR,9.306,18.713,28.218,37.828,47.562,57.355,67.265,77.359,87.575,97.914,108.428,119.176,130.128,141.32,152.71699999999998,164.35999999999999,176.236,188.389,200.856,213.636,226.733,240.102,253.726,267.534,281.546,295.885,310.539,325.499,340.742,356.277,372.156,388.39,404.971,422.034,439.505,457.466,475.90999999999997,494.765,514.048,533.908,554.302,575.23,596.687,618.501,640.574,662.439,684.022,705.559,728.086,754.941,786.281,817.018,847.395,875.636,903.426,932.721,963.63,996.2139999999999,1029.916,1064.439,1099.841,1135.996,1172.738,1210.098,1248.28,1287.299,1326.564,1368.33,1412.099,1455.415,1497.982,1541.475,1586.549,1633.225,1681.362,1730.926,1781.028,1833.076,1885.706,1938.949,2006.673,2071.159,2133.718,2195.643,2261.445,2333.642,2412.187,2487.441,2561.027,2636.813,2717.604,2798.934,2884.127,2972.697,3066.652,3166.43,3261.924,3363.747,3472.725,3590.075,3712.425,3828.836,3944.834,4060.192,4199.204,4329.373,4469.454,4607.027,4741.86,4891.563,5059.513,5234.561,5404.032,5584.257,5778.167,5983.655,6195.387,6412.761,6625.98,6849.686,7078.18,7320.217,7575.206,7839.864,8097.051,8368.539,8639.558,8915.457,9186.432,9459.078,9756.203,10068.515,10383.48,10711.210000000001,11030.308,11345.599,11658.028,11978.47,12311.638,12656.662,13009.685,13370.157,13723.165,14039.376,14401.478,14767.028,15143.009,15528.978,15915.856,16330.408,16750.149,17160.85,17587.49,18017.475,18449.468,18887.14,19340.49,19814.058,20276.022,20742.108,21211.84,21693.191,22149.077,22647.399,23130.582,23620.063000000002,24127.135,24628.304,25095.153,25551.284,26022.035,26341.84,26770.063000000002,27224.956,27700.939,28150.596,28396.967,28863.702,29301.342,29762.016,30203.09,30615.302,31011.202,31403.356,31826.56,32255.667,32709.463,33177.594,33626.534,34078.99,34554.134,35023.785,35492.685,35947.505,36389.53,36807.154,37243.282,37704.551,38180.114,38665.223,39166.015,39711.268,40239.974,40780.185,41333.195,41910.147,42484.471,43055.185,43611.501,44158.107,44742.127,45330.742,45923.674,46527.06,47134.926,47757.038,48375.113,48967.17,49573.658,50202.041,50854.618,51515.006,52163.032,52822.609,53439.793,54043.04,54641.566,55245.928,55850.642,56495.155,57074.19,57634.745,58182.985,58728.47,59257.578,59817.205,60385.759,60957.427,61527.721,62109.297,62711.242,63320.655,63914.501,64494.114,65068.131,65634.29,66221.051,66783.759,67352.303,67913.953,68482.987,69060.958,69621.231,70192.85,70766.28,71336.618,71904.464,72464.03,73008.962,73503.07,74014.975,74484.688,74972.165,75449.776,75888.583,76311.044,76710.474,77097.841,77477.571,77842.324,78168.587,78516.052,78834.706
71,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.001,,,0.003,0.005,0.008,0.012,0.015,0.018000000000000002,0.022,0.026000000000000002,0.037,0.05,0.061,0.076,0.092,0.113,0.135,0.156,0.181,0.21,0.246,0.283,0.331,0.38,0.438,0.499,0.563,0.636,0.71,0.79,0.872,0.959,1.05,1.148,1.259,1.382,1.512,1.664,1.819,1.9969999999999999,2.178,2.388,2.6229999999999998,2.896,3.205,3.5220000000000002,3.828,4.128,4.461,4.759,5.098,5.478,5.86,6.264,6.66,7.07,7.535,8.04,8.496,8.914,9.36,9.77,9.934,10.074,10.201,10.339,10.508000000000001,10.694,10.916,11.135,11.452,11.847,12.28,12.747,13.384,14.15,15.012,15.977,17.143,18.461,19.97,21.515,23.146,24.797,26.776,28.514,29.467,30.462,31.905,33.427,35.133,37.185,39.364,41.84,44.596,47.58,50.775,54.153999999999996,57.841,62.021,66.608,71.63,76.994,82.634,88.508,94.572,100.946,107.78999999999999,115.077,122.81099999999999,130.981,139.532,148.331,157.501,167.141,177.382,188.164,199.411,211.096,223.387,236.149,249.344,262.994,276.755,291.051,305.086,319.385,333.889,348.523,364.297,379.872,395.6,411.919,428.115,444.063,459.935,475.212,485.128,491.196,493.486,497.54,501.966,506.905,511.216,515.716,519.441,522.789,526.521,530.793,535.807,541.9,548.262,553.571,559.707,565.915,573.72,581.974,589.987,598.926,608.682,618.75,628.923,638.986,649.873,660.448,671.504,682.597
72,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638,1.514,2.382,3.401,4.404999999999999,5.592,6.669,7.962,9.325,10.648,12.11,13.455,14.888,16.61,18.259,19.963,21.403,22.898,24.659,26.346,28.968,31.246,33.646,36.085,38.966,41.625,43.958,46.851,49.717999999999996,52.313,54.796,57.731,60.684,64.244,66.744,69.932,72.889,76.057,79.29,82.363,85.877,89.779,93.022,96.84,101.38,106.004,110.862,116.376,121.96,127.573,132.886,138.855,145.338,152.023,158.474,164.587,173.10999999999999,182.09199999999998,190.416,197.284,206.227,216.563,229.207,241.813,255.065,269.633,283.55,295.988,311.181,327.599,346.767,367.733,388.54
73,GIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.33499999999999996,0.506,0.648,0.815,0.981,1.174,1.371,1.536,1.694,2.104,2.7199999999999998,3.38,4.076,4.776,5.4719999999999995,6.1899999999999995,6.915,7.662,8.408999999999999,9.2,10.013,10.844999999999999,11.647,12.486,13.329,14.216,15.116999999999999,16.018,16.963,17.927,18.916,19.898,20.851,21.829,22.822,23.819,24.812,25.838,26.881999999999998,27.886,28.912,29.971,31.059,32.184,33.349,34.584,35.874,37.237,38.67,40.161,41.722,43.345,45.045,46.807,48.632,50.523,52.491,54.488,56.598,59.082,61.676,64.098,66.208,68.373,70.824,73.565,76.804,79.966,83.887,88.386,93.253,98.207
74,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.03,0.040999999999999995,0.052,0.067,0.08199999999999999,0.09999999999999999,0.122,0.148,0.16599999999999998,0.184,0.206,0.23199999999999998,0.261,0.29,0.319,0.352,0.385,0.422,0.47,0.518,0.573,0.639,0.701,0.763,0.862,0.961,1.075,1.214,1.361,1.5190000000000001,1.677,1.838,1.999,2.171,2.343,2.504,2.684,2.867,3.047,3.245,3.443,3.641,3.85,4.059,4.275,4.495,4.719,4.961,5.236,5.511,5.811,6.108,6.405,6.724,7.046,7.394,7.742,8.105,8.479,8.904,9.347,9.794,10.219,10.725,11.308,11.898,12.491999999999999,13.141,13.852,14.552,15.309,16.079
75,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.011,0.022,0.028999999999999998,0.036,0.047,0.057999999999999996,0.06899999999999999,0.08,0.095,0.11299999999999999,0.142,0.182,0.22999999999999998,0.289,0.355,0.421,0.469,0.531,0.59,0.66,0.733,0.799,0.909,1.012,1.126,1.221,1.324,1.427,1.537,1.684,1.827,1.97,2.113,2.274,2.4459999999999997,2.629,2.823,3.039,3.27,3.442,3.618,3.798,3.981,4.164,4.3469999999999995,4.552,4.754,4.926,5.12,5.2669999999999995,5.417,5.571,5.765,5.967,6.18,6.396,6.627,6.854,7.088,7.326,7.568,7.813,8.058,8.318,8.596,8.9,9.204,9.515,9.837,10.134,10.455,10.782
76,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.022,0.033,0.044,0.073,0.11,0.147,0.18,0.228,0.276,0.298,0.32,0.34199999999999997,0.368,0.394,0.423,0.449,0.475,0.504,0.548,0.585,0.651,0.739,0.768,0.819,0.881,0.943,1.005,1.075,1.137,1.196,1.266,1.339,1.401,1.482,1.548,1.629,1.728,1.834,1.951,2.013,2.079,2.145,2.215,3.3680000000000003,4.595000000000001,5.9510000000000005,7.926,10.228000000000002,12.739,15.438,18.533,21.294,24.427,30.564,36.772,42.954,48.678,54.620000000000005,59.522,65.924,72.019,78.92,87.116,94.788,101.821,109.379,117.241,123.249,127.887,133.412,139.041,144.117
77,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,0.253,0.447,0.649,0.946,1.1219999999999999,1.316,1.466,1.631,,,,1.635,,,,1.639,,,,,1.643,,,,2.013,2.339,2.672,2.983,3.357,3.72,4.182,4.424,4.842,5.26,5.593,5.992,6.347,6.625,6.885,7.314,8.043,8.604,9.322,10.227,,11.564,11.575,11.597,11.663,11.755,11.88,11.986,12.664,13.408,14.086,15.006,16.303,18.282,20.103,22.419,24.793,27.496,30.35,33.079,35.76,38.06,40.891,43.803,47.169,50.755,53.597,53.848,54.085,54.22,54.447,54.66,54.77,54.836,54.96,55.128,56.479,58.119,62.247,66.822,71.619,76.504,81.586,87.539,93.825,100.639,108.086,116.207,125.599,135.407,145.556,157.795,170.997,187.996,206.617,226.121,248.407,273.841,297.967,325.717,357.194,394.325,430.387,469.057,511.713,558.37,606.048,656.867,707.756,757.881,809.39,864.179,920.4639999999999,980.236,1038.51,1101.086,1168.138,1241.369,1324.807,1408.215,1493.191,1577.476,1663.906,1750.869,1839.984,1933.786,2032.408,2130.343,2233.316,2338.678,2443.679,2552.746,2662.2309999999998,2776.12,2888.54,3003.086,3114.166,3218.486,3315.84,3410.345,3501.738,3583.451,3662.087,3737.015,3808.376,3883.219,3955.0,4020.759,4076.379,4133.935,4193.598
78,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.018,0.028999999999999998,0.039999999999999994,0.051,0.062,0.073,0.08399999999999999,0.09899999999999999,0.11399999999999999,0.13599999999999998,0.154,0.18,0.19499999999999998,0.217,0.239,0.268,0.305,0.345,0.393,0.437,0.485,0.533,0.588,0.625,0.673,0.721,0.769,0.82,0.868,0.916,0.975,1.037,1.099,1.161,1.223,1.289,1.3619999999999999,1.457,1.56,1.666,1.776,1.893,2.014,2.157,2.307,2.461,2.63,2.806,3.0,3.191,3.385,3.59,3.806,4.011,4.227,4.458,4.696,4.949,5.202,5.462,5.715,5.986,6.29,6.524,6.784,7.051,7.329,7.6370000000000005,7.9670000000000005,8.256,8.586,8.926
79,GRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.198,0.304,0.425,0.528,0.737,0.88,1.041,1.268,1.502,1.726,2.019,2.283,2.613,2.928,3.2720000000000002,3.66,4.078,4.62,5.027,5.408,5.877,6.43,6.987,7.5440000000000005,8.05,8.27,8.992,9.384,9.956,10.52,11.048,11.565,11.928,12.496,13.005,13.331,13.565,14.111,14.584,15.209,15.819,16.415,16.961,17.457,17.991,18.588,19.206,19.803,20.398,21.066,21.684,22.264,22.913,23.553,24.197,24.86,25.514,26.191,26.783,27.462,28.188,28.768,29.331,29.854,30.38,30.907,31.451,31.996,32.551,33.088,33.655,34.247
